2.257045,1.370686,-2.68,228.556228
2.36199,1.278022,-2.68,228.556228
2.928071,3.578809,-2.68,106.056228
3.06261,3.61753,-2.68,106.056228
3.424896,10.777916,-2.68,228.556228
3.86117,2.841137,-2.68,127.496916
3.972244,2.926358,-2.68,127.496916
4.096925,4.788925,-2.68,171.056228
4.118691,4.927223,-2.68,171.056228
4.153825,9.593239,-2.68,194.463006
4.18879,9.457676,-2.68,194.463006
4.936272,3.996788,-2.68,165.239184
4.971942,4.132168,-2.68,165.239184
5.080645,10.447812,-2.68,106.056228
5.343827,3.28704,-2.68,247.462835
5.458375,3.239555,-2.68,247.462835
5.49047,8.437987,-2.68,172.649451
5.850401,5.334552,-2.68,138.556228
5.932474,5.427503,-2.68,138.556228
6.284205,9.385128,-2.68,171.056228
6.300908,1.971229,-2.68,189.962835
6.458348,8.006034,-2.68,138.556228
6.551012,8.110979,-2.68,138.556228
6.65621,7.831327,-2.68,138.556228
6.744921,3.124461,-2.68,191.556057
6.748874,7.936272,-2.68,138.556228
6.793101,6.587363,-2.68,155.626201
6.850877,6.714885,-2.68,155.626201
7.664219,5.834801,-2.68,171.056228
7.685984,5.973099,-2.68,171.056228
7.783872,1.355864,-2.68,124.962835
7.866162,7.864728,-2.68,121.486256
7.985549,7.937849,-2.68,121.486256
8.306778,2.581565,-2.68,213.369613
8.383783,2.464646,-2.68,213.369613
8.720299,7.144494,-2.68,106.056228
8.854838,7.183215,-2.68,106.056228
9.420919,9.484002,-2.68,228.556228
9.477251,1.570077,-2.68,247.462835
9.525864,9.391339,-2.68,228.556228
