2.257045,1.370686,-1.67,228.556228
2.36199,1.278022,-1.67,228.556228
2.928071,3.578809,-1.67,106.056228
3.06261,3.61753,-1.67,106.056228
3.424896,10.777916,-1.67,228.556228
3.86117,2.841137,-1.67,127.496916
3.972244,2.926358,-1.67,127.496916
4.096925,4.788925,-1.67,171.056228
4.118691,4.927223,-1.67,171.056228
4.153825,9.593239,-1.67,194.463006
4.18879,9.457676,-1.67,194.463006
4.936272,3.996788,-1.67,165.239184
4.971942,4.132168,-1.67,165.239184
5.080645,10.447812,-1.67,106.056228
5.343827,3.28704,-1.67,247.462835
5.458375,3.239555,-1.67,247.462835
5.49047,8.437987,-1.67,172.649451
5.850401,5.334552,-1.67,138.556228
5.932474,5.427503,-1.67,138.556228
6.284205,9.385128,-1.67,171.056228
6.300908,1.971229,-1.67,189.962835
6.458348,8.006034,-1.67,138.556228
6.551012,8.110979,-1.67,138.556228
6.65621,7.831327,-1.67,138.556228
6.744921,3.124461,-1.67,191.556057
6.748874,7.936272,-1.67,138.556228
6.793101,6.587363,-1.67,155.626201
6.850877,6.714885,-1.67,155.626201
7.664219,5.834801,-1.67,171.056228
7.685984,5.973099,-1.67,171.056228
7.783872,1.355864,-1.67,124.962835
7.866162,7.864728,-1.67,121.486256
7.985549,7.937849,-1.67,121.486256
8.306778,2.581565,-1.67,213.369613
8.383783,2.464646,-1.67,213.369613
8.720299,7.144494,-1.67,106.056228
8.854838,7.183215,-1.67,106.056228
9.420919,9.484002,-1.67,228.556228
9.477251,1.570077,-1.67,247.462835
9.525864,9.391339,-1.67,228.556228
